"scss/description_auto/nav--primary__level0-link_line-height","113% od rozmiaru czcionki"
"scss/description_auto/nav--primary__level0-link_padding",
"scss/description_auto/nav--primary__level0-link_padding-right","10px"
"scss/description_auto/nav--primary__level0-link_padding-top","10px"
"scss/description_auto/nav--primary__level0-link_text-transform","duże litery"
"scss/description_auto/nav--primary__level0-link--hover_color","36% jaśniejszy od czwartego koloru"
"scss/description_auto/nav--primary__level0-list_padding-global",
"scss/description_auto/nav--primary__level0-list-separator_color","Kolor tła nawigacji poziomu 1"
"scss/description_auto/nav--primary__level1-link_font",
"scss/description_auto/nav--primary__level1-link_font-size","12px"
"scss/description_auto/nav--primary__level1-link_font-weight",700
"scss/description_auto/nav--primary__level1-link_line-height","113% od rozmiaru czcionki nawigacji poziomu 2"
"scss/description_auto/nav--primary__level1-link_text-transform","duże litery"
"scss/description_auto/nav--primary__level2_background-color","Nawigacja poziom drugi > Kolor tła"
"scss/description_auto/nav--primary__level2-link_color","Nawigacja poziom drugi > Kolor tekstu"
"scss/description_auto/nav--primary__level2-link_font",
"scss/description_auto/nav--primary__level2-link_font-size","Nawigacja poziom drugi rozmiar czcionki"
"scss/description_auto/nav--primary__level2-link_font-weight","Nawigacja poziom drugi grubość czcionki"
"scss/description_auto/nav--primary__level2-link_padding",
"scss/description_auto/nav--primary__level2-link_padding-right",
"scss/description_auto/nav--primary__level2-link_padding-top",
"scss/description_auto/nav--primary__level2-link_text-transform","Nawigacja poziom drugi transformacja tekstu"
"scss/description_auto/nav--primary__level3_background-color","Nawigacja poziom trzeci > Kolor tła"
"scss/description_auto/nav--primary__level3-link_color","Nawigacja poziom trzeci > Kolor tekstu"
"scss/description_auto/nav--primary__level3-link_font",
"scss/description_auto/nav--primary__level3-link_font-size","Nawigacja poziom trzeci rozmiar czcionki"
"scss/description_auto/nav--primary__level3-link_font-weight","Nawigacja poziom trzeci grubość czcionki"
"scss/description_auto/nav--primary__level3-link_padding",
"scss/description_auto/nav--primary__level3-link_padding-right",
"scss/description_auto/nav--primary__level3-link_padding-top",
"scss/description_auto/nav--primary__level3-link_text-transform","Nawigacja poziom trzeci transformacja tekstu"
"scss/description_auto/nav--primary__level4_background-color","Nawigacja poziom czwarty > Kolor tła"
"scss/description_auto/nav--primary__level4-link_color","Nawigacja poziom czwarty > Kolor tekstu"
"scss/description_auto/nav--primary__level4-link_font",
"scss/description_auto/nav--primary__level4-link_font-size","Nawigacja poziom czwarty rozmiar czcionki"
"scss/description_auto/nav--primary__level4-link_font-weight","Nawigacja poziom czwarty grubość czcionki"
"scss/description_auto/nav--primary__level4-link_padding",
"scss/description_auto/nav--primary__level4-link_padding-right",
"scss/description_auto/nav--primary__level4-link_padding-top",
"scss/description_auto/nav--primary__level4-link_text-transform","Nawigacja poziom czwarty transformacja tekstu"
"scss/description_auto/nav--primary__submenu_background-color","36% jaśniejszy od czwartego koloru"
"scss/description_auto/nav--primary__submenu_color","18% jaśniejszy od pierwszego koloru"
"scss/description_auto/nav--primary__ul-level0-link_padding",
"scss/description_auto/nav--primary_background-color","18% jaśniejszy od pierwszego koloru"
"scss/description_auto/page_background-color","Drugi kolor"
"scss/description_auto/page_color","Pierwszy kolor"
"scss/description_auto/page_size",
"scss/description_auto/page-container_background-color","Drugi kolor"
"scss/description_auto/page-footer__link--hover_color","35% nieprzezroczystości od pierwszego koloru"
"scss/description_auto/page-footer__marketing-box--newsletter_color","Pierwszy kolor"
"scss/description_auto/page-footer__marketing-box--shipping_color","Pierwszy kolor"
"scss/description_auto/page-footer__marketing-box--support_color","Pierwszy kolor"
"scss/description_auto/page-footer_background-color","Strona > Kolor tła kontenera"
"scss/description_auto/page-footer_color","Strona > Kolor tekstu kontenera"
"scss/description_auto/page-footer_link-color","35% nieprzezroczystości od pierwszego koloru"
"scss/description_auto/page-header_background-color","Strona > Kolor tła kontenera"
"scss/description_auto/page-header_color","Strona > Kolor tekstu kontenera"
"scss/description_auto/page-header_link_color","35% ciemnniejszy od drugiego koloru"
"scss/description_auto/page-main_background-color","Drugi kolor"
"scss/description_auto/page-main_color","Pierwszy kolor"
"scss/description_auto/page-subtitle_color","Pierwszy kolor z 15% nieprzejrzystością"
"scss/description_auto/page-subtitle_font",
"scss/description_auto/page-subtitle_font-size","42px"
"scss/description_auto/page-title_color","Pierwszy kolor"
"scss/description_auto/page-title_font",
"scss/description_auto/page-title_font-size","42px"
"scss/description_auto/preloader__cicle-1_stroke","Czwarty kolor"
"scss/description_auto/preloader__cicle-2_stroke","Trzeci kolor"
"scss/description_auto/product_price_font",
"scss/description_auto/product_price_list_font",
"scss/description_auto/product_title_font",
"scss/description_auto/product-category__title_color","20% ciemniejszy od drugiego koloru "
"scss/description_auto/product-category__title_font",
"scss/description_auto/product-category__title_font-family",
"scss/description_auto/product-category__title_font-size",
"scss/description_auto/product-category__title_font-style",
"scss/description_auto/product-category__title_font-weight",
"scss/description_auto/product-compare__item__product-image_background-color","Biały"
"scss/description_auto/product-view__add-to-cart__button_background-color",
"scss/description_auto/product-view__add-to-cart__button_color",
"scss/description_auto/product-view__add-to-cart__button_font",
"scss/description_auto/product-view__add-to-cart__button_font-size","16px"
"scss/description_auto/product-view__add-to-cart__button_font-weight",700
"scss/description_auto/product-view__add-to-cart__button_text-transform",
"scss/description_auto/product-view__add-to-cart__input_display",
"scss/description_auto/product-view__availability__font-size","14px"
"scss/description_auto/product-view__availability__font-weight",700
"scss/description_auto/product-view__availability__in-stock_color","Trzeci kolor"
"scss/description_auto/product-view__availability__out-of-stock_color","Pierwszy kolor"
"scss/description_auto/product-view__availability_display",
"scss/description_auto/product-view__availability_font",
"scss/description_auto/product-view__availability_text-transform",
"scss/description_auto/product-view__price_color","Pierwszy kolor"
"scss/description_auto/product-view__price_font-family","Roboto', Arial, sans-serif"
"scss/description_auto/product-view__price_font-size","40px"
"scss/description_auto/product-view__price_font-style","norlany"
"scss/description_auto/product-view__price_font-weight",400
"scss/description_auto/product-view__price_line-height","17px"
"scss/description_auto/product-view__product-collateral__list__item_color",
"scss/description_auto/product-view__product-collateral__list__item-active_background-color",
"scss/description_auto/product-view__product-collateral__list__item-active_color","Pierwszy kolor"
"scss/description_auto/product-view__product-image_background-color",
"scss/description_auto/product-view__product-name_color","Tytuł strony > Kolor tekstu"
"scss/description_auto/product-view__product-name_font-family","Tytuł > Rodzina czcionek"
"scss/description_auto/product-view__product-name_font-size","Tytuł strony > Rozmiar czcionki"
"scss/description_auto/product-view__product-name_font-style","Tytuł strony > Styl czcionki"
"scss/description_auto/product-view__product-name_font-weight","Tytuł strony > Grubość czcionki"
"scss/description_auto/product-view__product-name_line-height","Tytuł strony > wysokość linii"
"scss/description_auto/product-view__product-name_text-transform","Tytuł strony> transformacja tekstu"
"scss/description_auto/product-view__product-options__required_color",
"scss/description_auto/product-view__product-options__required_font",
"scss/description_auto/product-view__product-options__required_font-size","13px"
"scss/description_auto/product-view__product-options__required_text-transform",
"scss/description_auto/product-view__product-shop__breadcrumbs_display",
"scss/description_auto/product-view__sku_display",
"scss/description_auto/products-grid__item__characteristics_color",
"scss/description_auto/products-grid__item__price_color","Pierwszy kolor"
"scss/description_auto/products-grid__item__price_font-family","Roboto', Arial, sans-serif"
"scss/description_auto/products-grid__item__price_font-size","13px"
"scss/description_auto/products-grid__item__price_font-style","normalny"
"scss/description_auto/products-grid__item__price_font-weight",400
"scss/description_auto/products-grid__item__price_line-height","17px"
"scss/description_auto/products-grid__item__product-name_color","Pierwszy kolor"
"scss/description_auto/products-grid__item__product-name_font",
"scss/description_auto/products-grid__item__product-name_font-family","Roboto', Arial, sans-serif"
"scss/description_auto/products-grid__item__product-name_font-size","16px"
"scss/description_auto/products-grid__item__product-name_font-style","nic"
"scss/description_auto/products-grid__item__product-name_font-weight",900
"scss/description_auto/products-grid__item__product-name_line-height","125% rozmiaru czcionki"
"scss/description_auto/products-grid__item__product-name_text-transform",
"scss/description_auto/products-grid__item__tax-details_display",
"scss/description_auto/products-grid__item-inner_background-color","4% ciemniejszy od drugiego koloru"
"scss/description_auto/products-grid__product-box_text-align",
"scss/description_auto/products-list__item__actions_margin",
"scss/description_auto/products-list__item__actions_margin-top","20px"
"scss/description_auto/products-list__item__price_margin",
"scss/description_auto/products-list__item__price_margin-bottom","15px"
"scss/description_auto/products-list__item__product-image_background-color","Biały"
"scss/description_auto/products-list__item__product-name_margin",
"scss/description_auto/products-list__item__product-name_margin-bottom","0px"
"scss/description_auto/products-list__product-box_text-align",
"scss/help/account__block-content__list__current_background-color",
"scss/help/account__block-content__list__current_color",
"scss/help/account__block-content__list_color",
"scss/help/add-to-links_color",
"scss/help/add-to-links_font",
"scss/help/add-to-links_font-size",
"scss/help/add-to-links_text-transform",
"scss/help/badge_font",
"scss/help/badge_font-size",
"scss/help/badge_font-weight",
"scss/help/badge_text-transform",
"scss/help/badge--new_background-color",
"scss/help/badge--new_color",
"scss/help/badge--new_display",
"scss/help/badge--sale_background-color",
"scss/help/badge--sale_color",
"scss/help/badge--sale_display",
"scss/help/block__block-title_background-color",
"scss/help/block__block-title_color",
"scss/help/block-layered-nav__title_color",
"scss/help/block-layered-nav__title_font",
"scss/help/block-layered-nav__title_font-size",
"scss/help/block-layered-nav__title_font-weight",
"scss/help/breadcrumbs__leaf_color",
"scss/help/breadcrumbs_color",
"scss/help/breadcrumbs_display",
"scss/help/breadcrumbs_font",
"scss/help/breadcrumbs_font-size",
"scss/help/breadcrumbs_font-weight",
"scss/help/breadcrumbs_text-transform",
"scss/help/button_background-color",
"scss/help/button_color",
"scss/help/button-action_background-color",
"scss/help/button-action_color",
"scss/help/cart__btn-checkout_background-color",
"scss/help/cart__btn-checkout_color",
"scss/help/cart__cart-totals__table_background-color",
"scss/help/cart__cart-totals__table_color",
"scss/help/cart__cart-totals__total_color",
"scss/help/cart__discount__button_background-color",
"scss/help/cart__discount__button_color",
"scss/help/cart-table__item-options_color",
"scss/help/cart-table__item-options_font",
"scss/help/cart-table__product-image_background-color",
"scss/help/cart-table__product-name_color",
"scss/help/cart-table__product-name_font",
"scss/help/cart-table__product-name_font-size",
"scss/help/cart-table__product-name_font-weight",
"scss/help/cart-table__product-price_color",
"scss/help/cart-table__product-price_font",
"scss/help/cart-table__product-price_font-size",
"scss/help/cart-table__product-price_font-weight",
"scss/help/cart-table__product-sku_display",
"scss/help/cart-table__sku-label_color",
"scss/help/cart-table__sku-label_font",
"scss/help/cart-table__sku-label_font-size",
"scss/help/cart-table_background-color",
"scss/help/checkout-onepage__buttons_background-color",
"scss/help/checkout-onepage__buttons_color",
"scss/help/checkout-onepage__buttons_font",
"scss/help/checkout-onepage__buttons_font-size",
"scss/help/checkout-onepage__buttons_font-weight",
"scss/help/checkout-onepage__buttons_text-transform",
"scss/help/checkout-onepage__progress-title_background-color",
"scss/help/checkout-onepage__progress-title_color",
"scss/help/checkout-onepage__progress-title_font",
"scss/help/checkout-onepage__progress-title_font-size",
"scss/help/checkout-onepage__progress-title_font-weight",
"scss/help/checkout-onepage__progress-title_text-transform",
"scss/help/checkout-onepage__step-title_active_color",
"scss/help/checkout-onepage__step-title_border-bottom-color",
"scss/help/checkout-onepage__step-title_color",
"scss/help/checkout-onepage__step-title_font",
"scss/help/checkout-onepage__step-title_font-size",
"scss/help/checkout-onepage__step-title_font-weight",
"scss/help/checkout-onepage__step-title_text-transform",
"scss/help/color--fifth",
"scss/help/color--fourth",
"scss/help/color--primary",
"scss/help/color--secondary",
"scss/help/color--third",
"scss/help/data-table__td_background-color",
"scss/help/data-table__td_color",
"scss/help/data-table__th_background-color",
"scss/help/data-table__th_color",
"scss/help/data-table_border-color",
"scss/help/font_base",
"scss/help/font-family-base",
"scss/help/font-size",
"scss/help/font-style",
"scss/help/font-weight",
"scss/help/google_fonts",
"scss/help/header_separator-line_border-color",
"scss/help/input-text_background-color",
"scss/help/input-text_border",
"scss/help/input-text_border-color",
"scss/help/letter-spacing",
"scss/help/line-height",
"scss/help/message--error__background-color",
"scss/help/message--notice_background-color",
"scss/help/message--success_background-color",
"scss/help/mini-cart__block-content_background-color",
"scss/help/mini-cart__block-content_color",
"scss/help/mini-cart__link_color",
"scss/help/mini-cart__link--hover_color",
"scss/help/nav__button_background-color",
"scss/help/nav__button_color",
"scss/help/nav__button_font",
"scss/help/nav__button_font-size",
"scss/help/nav__button_font-weight",
"scss/help/nav__button_text-transform",
"scss/help/nav--primary__level0-link_color",
"scss/help/nav--primary__level0-link_font",
"scss/help/nav--primary__level0-link_font-size",
"scss/help/nav--primary__level0-link_font-weight",
"scss/help/nav--primary__level0-link_line-height",
"scss/help/nav--primary__level0-link_padding",
"scss/help/nav--primary__level0-link_padding-right",
"scss/help/nav--primary__level0-link_padding-top",
"scss/help/nav--primary__level0-link_text-transform",
"scss/help/nav--primary__level0-link--hover_color",
"scss/help/nav--primary__level0-list_padding-global",
"scss/help/nav--primary__level0-list-separator_color",
"scss/help/nav--primary__level1-link_font",
"scss/help/nav--primary__level1-link_font-size",
"scss/help/nav--primary__level1-link_font-weight",
"scss/help/nav--primary__level1-link_line-height",
"scss/help/nav--primary__level1-link_text-transform",
"scss/help/nav--primary__level2_background-color",
"scss/help/nav--primary__level2-link_color",
"scss/help/nav--primary__level2-link_font",
"scss/help/nav--primary__level2-link_font-size",
"scss/help/nav--primary__level2-link_font-weight",
"scss/help/nav--primary__level2-link_padding",
"scss/help/nav--primary__level2-link_padding-right",
"scss/help/nav--primary__level2-link_padding-top",
"scss/help/nav--primary__level2-link_text-transform",
"scss/help/nav--primary__level3_background-color",
"scss/help/nav--primary__level3-link_color",
"scss/help/nav--primary__level3-link_font",
"scss/help/nav--primary__level3-link_font-size",
"scss/help/nav--primary__level3-link_font-weight",
"scss/help/nav--primary__level3-link_padding",
"scss/help/nav--primary__level3-link_padding-right",
"scss/help/nav--primary__level3-link_padding-top",
"scss/help/nav--primary__level3-link_text-transform",
"scss/help/nav--primary__level4_background-color",
"scss/help/nav--primary__level4-link_color",
"scss/help/nav--primary__level4-link_font",
"scss/help/nav--primary__level4-link_font-size",
"scss/help/nav--primary__level4-link_font-weight",
"scss/help/nav--primary__level4-link_padding",
"scss/help/nav--primary__level4-link_padding-right",
"scss/help/nav--primary__level4-link_padding-top",
"scss/help/nav--primary__level4-link_text-transform",
"scss/help/nav--primary__submenu_background-color",
"scss/help/nav--primary__submenu_color",
"scss/help/nav--primary__ul-level0-link_padding",
"scss/help/nav--primary_background-color",
"scss/help/page_background-color",
"scss/help/page_color",
"scss/help/page_size",
"scss/help/page-container_background-color",
"scss/help/page-footer__link--hover_color",
"scss/help/page-footer__marketing-box--newsletter_color",
"scss/help/page-footer__marketing-box--shipping_color",
"scss/help/page-footer__marketing-box--support_color",
"scss/help/page-footer_background-color",
"scss/help/page-footer_color",
"scss/help/page-footer_link-color",
"scss/help/page-header_background-color",
"scss/help/page-header_color",
"scss/help/page-header_link_color",
"scss/help/page-main_background-color",
"scss/help/page-main_color",
"scss/help/page-subtitle_color",
"scss/help/page-subtitle_font",
"scss/help/page-subtitle_font-size",
"scss/help/page-title_color",
"scss/help/page-title_font",
"scss/help/page-title_font-size",
"scss/help/preloader__cicle-1_stroke",
"scss/help/preloader__cicle-2_stroke",
"scss/help/product_price_font",
"scss/help/product_price_list_font",
"scss/help/product_title_font",
"scss/help/product-category__title_color",
"scss/help/product-category__title_font",
"scss/help/product-category__title_font-family",
"scss/help/product-category__title_font-size",
"scss/help/product-category__title_font-style",
"scss/help/product-category__title_font-weight",
"scss/help/product-compare__item__product-image_background-color",
"scss/help/product-view__add-to-cart__button_background-color",
"scss/help/product-view__add-to-cart__button_color",
"scss/help/product-view__add-to-cart__button_font",
"scss/help/product-view__add-to-cart__button_font-size",
"scss/help/product-view__add-to-cart__button_font-weight",
"scss/help/product-view__add-to-cart__button_text-transform",
"scss/help/product-view__add-to-cart__input_display",
"scss/help/product-view__availability__font-size",
"scss/help/product-view__availability__font-weight",
"scss/help/product-view__availability__in-stock_color",
"scss/help/product-view__availability__out-of-stock_color",
"scss/help/product-view__availability_display",
"scss/help/product-view__availability_font",
"scss/help/product-view__availability_text-transform",
"scss/help/product-view__price_color",
"scss/help/product-view__price_font-family",
"scss/help/product-view__price_font-size",
"scss/help/product-view__price_font-style",
"scss/help/product-view__price_font-weight",
"scss/help/product-view__price_line-height",
"scss/help/product-view__product-collateral__list__item_color",
"scss/help/product-view__product-collateral__list__item-active_background-color",
"scss/help/product-view__product-collateral__list__item-active_color",
"scss/help/product-view__product-image_background-color",
"scss/help/product-view__product-name_color",
"scss/help/product-view__product-name_font-family",
"scss/help/product-view__product-name_font-size",
"scss/help/product-view__product-name_font-style",
"scss/help/product-view__product-name_font-weight",
"scss/help/product-view__product-name_line-height",
"scss/help/product-view__product-name_text-transform",
"scss/help/product-view__product-options__required_color",
"scss/help/product-view__product-options__required_font",
"scss/help/product-view__product-options__required_font-size",
"scss/help/product-view__product-options__required_text-transform",
"scss/help/product-view__product-shop__breadcrumbs_display",
"scss/help/product-view__sku_display",
"scss/help/products-grid__item__characteristics_color",
"scss/help/products-grid__item__price_color",
"scss/help/products-grid__item__price_font-family",
"scss/help/products-grid__item__price_font-size",
"scss/help/products-grid__item__price_font-style",
"scss/help/products-grid__item__price_font-weight",
"scss/help/products-grid__item__price_line-height",
"scss/help/products-grid__item__product-name_color",
"scss/help/products-grid__item__product-name_font",
"scss/help/products-grid__item__product-name_font-family",
"scss/help/products-grid__item__product-name_font-size",
"scss/help/products-grid__item__product-name_font-style",
"scss/help/products-grid__item__product-name_font-weight",
"scss/help/products-grid__item__product-name_line-height",
"scss/help/products-grid__item__product-name_text-transform",
"scss/help/products-grid__item__tax-details_display",
"scss/help/products-grid__item-inner_background-color",
"scss/help/products-grid__product-box_text-align",
"scss/help/products-list__item__actions_margin",
"scss/help/products-list__item__actions_margin-top",
"scss/help/products-list__item__price_margin",
"scss/help/products-list__item__price_margin-bottom",
"scss/help/products-list__item__product-image_background-color",
"scss/help/products-list__item__product-name_margin",
"scss/help/products-list__item__product-name_margin-bottom",
"scss/help/products-list__product-box_text-align",
"scss/fieldset/actions_list_mode","Akcje (tryb listy)"
"scss/fieldset/add_to_cart_button","Przycisk dodaj do koszyka"
"scss/fieldset/add_to_cart_quantity","Dodaj do koszyka ilość"
"scss/fieldset/aside_block_title","Boczny tytuł bloku"
"scss/fieldset/availability","Dostępność"
"scss/fieldset/badges","Znaki"
"scss/fieldset/breadcrumbs","Okruszki"
"scss/fieldset/button_checkout","Przycisk Kasa"
"scss/fieldset/button_discount","Przycisk Obniżka"
"scss/fieldset/buttons","Przyciski"
"scss/fieldset/characteristics","Charakterystyka"
"scss/fieldset/characteristics_eg_label_sku","Charakterystyka (np.. etykieta, SKU)"
"scss/fieldset/characteristics_eg_label_sku_tax","Charakterystyka (np.. etykieta, SKU, podatek)"
"scss/fieldset/colors","Kolory"
"scss/fieldset/compare","Porównaj"
"scss/fieldset/fonts","Czcionki"
"scss/fieldset/general","Główne"
"scss/fieldset/header_links","Linki do nagłówków"
"scss/fieldset/header_mini_cart","Nagłowek mini koszyk"
"scss/fieldset/headlines","Nagłówki"
"scss/fieldset/image","Obraz"
"scss/fieldset/inputs","Wprowadzanie"
"scss/fieldset/item","Obiekt"
"scss/fieldset/layered-nav","Nawigacja warstwowa"
"scss/fieldset/main_content","Główna zawartosć"
"scss/fieldset/marketing_footer","Stopka marketingowa "
"scss/fieldset/messages","Wiadomości"
"scss/fieldset/navigation","Nawigacja"
"scss/fieldset/navigation_button","Przycisk nawigacji"
"scss/fieldset/navigation_fifth_level","Poziom piąty nawigacji"
"scss/fieldset/navigation_first_level","Poziom pierwszy nawigacji "
"scss/fieldset/navigation_fourth_level","Poziom czwarty nawigacji"
"scss/fieldset/navigation_second_level","Poziom drugi nawigacji"
"scss/fieldset/navigation_third_level","Poziom trzeci nawigacji "
"scss/fieldset/page","Strona"
"scss/fieldset/page_title","Tytuł strony"
"scss/fieldset/preloader","Moduł ładowania wstępnego"
"scss/fieldset/price","Cena"
"scss/fieldset/price_list_mode","Cena (tryb listy)"
"scss/fieldset/product_image","Zdjęcie produktu"
"scss/fieldset/product_options_eg_article_size_color","Warianty produktu (np.. rozmiar, kolor)"
"scss/fieldset/product_price","Cena produktu"
"scss/fieldset/product_title","Tytuł produktu "
"scss/fieldset/product_title_list_mode","Nazwa produktu (tryb listy)"
"scss/fieldset/progress_title","Tytuł postępu"
"scss/fieldset/step_buttons","Przyciski Radio step"
"scss/title/checkout-onepage__buttons_radio_background-color","Kolor tła"
"scss/title/checkout-onepage__buttons_radio_color","Kolor tekstu"
"scss/title/checkout-onepage__radio_buttons_border","Szerokość granicy"
"scss/title/checkout-onepage__buttons_radio_border-color","Kolor granicy"
"scss/title/checkout-onepage__buttons_radio_border-active-color","Aktywny kolor granicy"
"scss/title/checkout-onepage__radio_buttons_font","Czcionka"
"scss/fieldset/step_buttons","Przycisk kroku"
"scss/fieldset/step_title","Tytuł kroku"
"scss/fieldset/tables","Tabele"
"scss/fieldset/tabs","Karty"
"scss/fieldset/title","Tytuł"
"scss/fieldset/totals","Ogół"
"scss/fieldset/wishlist_compare_links","Lista życzeń / Porównaj linki"
"scss/tab/cart","Karta"
"scss/tab/category_page_search_results","Strona kategorii i wyników wyszukiwania"
"scss/tab/checkout","Kasa"
"scss/tab/footer","Stopka"
"scss/tab/general","Główne"
"scss/tab/header","Nagłówek"
"scss/tab/modules","Moduły"
"scss/tab/my_account","Moje konto"
"scss/tab/product_details","Szczeguły produktu"
"scss/fieldset/step_forms","Formularze sekcji kroków"
"scss/title/checkout-onepage__form_border","Szerokość granicy formularza"
"scss/title/checkout-onepage__form_border-color","Kolor granicy formularza"
"scss/title/checkout-onepage__form_background-color","Tkolor tła granicy formularza"
"scss/title/checkout-onepage__form_label-color","Kolor etykiety"
"scss/title/checkout-onepage__form_label_font","Czcionka etykiety"
"scss/title/checkout-onepage__form_input-color","Kolor wprowadzania"
"scss/title/checkout-onepage__form_input_border","Granica wprowadzania"
"scss/title/checkout-onepage__form_input_border-color","Kolor granicy wprowadzania"
"scss/title/checkout-onepage__form_input_font","Czcionka wprowadzania"
"scss/title/checkout-onepage__progress-complete-title_color","Kolor kompletnego tekstu"
"scss/title/checkout-onepage__progress-title_border","Granica"
"scss/title/checkout-onepage__progress-title_border-color","Kolor granicy"
"scss/title/checkout-onepage__progress-complete-title_border-color","Kolor granicy kompletnego tytułu"
"scss/fieldset/register_title","Tytuł strony zarejestruj się / zaloguj się"
"scss/title/register__block-content__title_color","Kolor "
"scss/title/register__block-content__title_font","Czcionka"
"scss/fieldset/register_form","Formularz zarejestruj się / zaloguj się"
"scss/title/register__block-content__form_background-color","Kolor tła"
"scss/title/register__block-content__form_border","Granica formularza"
"scss/title/register__block-content__form_border-color","Kolor granicy formularza"
"scss/title/register__block-content__form_label-color","Kolor etykiety"
"scss/title/register__block-content__form_label_font","Czcionka etykiety"
"scss/title/register__block-content__form_input-color","Kolor wpisywanego tekstu"
"scss/title/register__block-content__form_input_border","Granica okna wpisywania"
"scss/title/register__block-content__form_input_border-color","Kolor granicy okna wpisywania"
"scss/title/register__block-content__form_input_font","Czcionka wpisywania"
"scss/title/register__block-content__form_button-background-color","Kolor tła przycisku"
"scss/title/register__block-content__form_button-color","Kolor przycisku"
"scss/title/register__block-content__form_button-font","Czcionka przycisku"
"scss/fieldset/sidebar_navigation","Moje konto menu boczne"
"scss/fieldset/my_account_content","Moje konto główna treść"
"scss/title/account__block-content_border-color","Kolor granicy"
"scss/title/account__block-content__title_background-color","Kolor tła tytułu"
"scss/title/account__block-content__title-color","Kolor tytułu"
"scss/title/account__block-content__title-font","Czcionka tytułu"
"scss/title/account__block-content__list-font","Lista czcionek linków"
"scss/title/account__block-content__subtitle-color","Kolor podtytułu"
"scss/title/account__block-content__subtitle-font","Czcionka podtytułu"
"scss/title/account__block-content__panel_title-color","Kolor tytułu panelu"
"scss/title/account__block-content__panel_title-font","Czcionka tytułu panelu"
"scss/title/account__block-content__text-color","Kolor tekstu"
"scss/title/account__block-content__text-font","Czcionka tekstu"
"scss/title/account__block-content__button-color","Kolor przycisku"
"scss/title/account__block-content__button-font","Czcionka przycisku"
"scss/title/account__block-content__sidebar_title-color","Kolor tytułu"
"scss/title/account__block-content_button_border-color","Kolor granicy przycisku"
"layout/title/product_view_tabs_orientation","Orientacja kart"
"layout/options/product_view_tabs_orientation/1","Pozioma"
"layout/options/product_view_tabs_orientation/2","Pionowa"
"scss/title/empty_cart-title-color","Kolor tytułu opróżnij koszyk"
"scss/title/empty_cart-title-font","Czcionka tytułu opróżnij koszyk"
"scss/title/empty_cart-button-color","Kolor przycisku opróżnij koszyk "
"scss/title/empty_cart-button-background-color","Kolor tła przycisku opróżnij koszyk "
"scss/title/empty_cart-button-hover-color","Kolor przycisku opróżnij koszyk po najechaniu kursorem"
"scss/title/empty_cart-button-hover-background-color","Kolor tła przycisku opróżnij koszyk po najechaniu kursorem"
"scss/title/empty_cart-button-font","Czcionka przycisku opróżnij koszyk"
"scss/fieldset/empty_cart","Opróżnij koszyk"
"layout/title/checkout_view_new_layout","Nowy rozdład dla strony kasy"
"layout/tab/my_account","Moje konto"
"layout/title/my_account_register_new_layout","Nowy rozdład dla strony rejestracji"
"layout/title/my_account_login_new_layout","Nowy rozdład dla strony logowania"
"scss/title/product-view__product-collateral-group-name_background-color","Kolor tła dla grupy cech"
"scss/title/product-view__product-collateral-group-name_color","Kolor grupy cech"
"scss/title/product-view__product-collateral-group-name_font","Czcionka grupy cech"
"layout/title/my_account_customer_new_layout","Nowy układ strony konsumenta"
"scss/title/mini-cart-button-view-color","Kolor przycisku zobacz koszyk"
"scss/title/mini-cart-button-view_background-color","Kolor tła przycisku zobacz koszyk"
"scss/title/mini-cart-button-proceed-color","Kolor porzycisku przejdź do kasy"
"scss/title/mini-cart-button-proceed_background-color","Kolor tła przycisku przejdź do kasy"
"scss/title/mini-cart-button__border","Granica dla przycisków mini koszyk"
"scss/title/mini-cart-button-view__border-color","Kolor granicy dla przycisku zobacz koszyk"
"scss/title/mini-cart-button-proceed__border-color","Kolor granicy dla przycisku przejdź do kasy"
"scss/title/mini-cart-button_font","Czcionka przycisku Mini koszyka"
"scss/fieldset/shopping_cart_table","Przyciski tabeli koszyka"
"scss/title/shopping-cart-table-button-empty-color","Kolor przycisku opróźnij koszyk"
"scss/title/shopping-cart-table-button-empty_background-color","Kolor tła przycisku opróźnij koszyk"
"scss/title/shopping-cart-table-button-update-color","Kolor przycisku zaktualizuj koszyk"
"scss/title/shopping-cart-table-button-update_background-color","Kolor tła przycisku zaktualizuj koszyk"
"scss/title/shopping-cart-table-button_border","Granica dla przycisków w tabeli koszyka"
"scss/title/shopping-cart-table-button-empty_border-color","Kolor granicy dla wyczyść koszyk"
"scss/title/shopping-cart-table-button-update_border-color","Kolor granicy dla zaktualizuj koszyk"
"scss/title/shopping-cart-table-button_font","Czcionka dla tabeli przycisku koszyka zakupowego "
"scss/title/button-action_border","Granica"
"scss/title/button-action_border-color","Kolor granicy"
"scss/title/button-action_hover_border-color","Kolor granicy po najechaniu kursorem"
"scss/title/button-action_font","Czcionka"
"scss/title/cart__btn-checkout_hover_background-color","Kolor tła przycisku po najechaniu kursorem"
"scss/title/cart__btn-checkout_hover_color","Kolor przycisku po najechaniu kursorem"
"scss/title/cart__btn-checkout_border","Granica przycisku"
"scss/title/cart__btn-checkout_border-color","Kolor granicy przycisku"
"scss/title/cart__btn-checkout_hover_border-color","Kolor granicy przycisku po najechaniu kursorem"
"scss/title/cart__btn-checkout_font","Czcionka przycisku"
